date,location,latitude,longitude,temperature,precipitation,humidity,wind_speed,source
2023-01-01,Manila,14.5995,120.9842,24.83,17.84,94.84,1.17,POWER
2023-01-02,Manila,14.5995,120.9842,24.98,16.73,90.9,1.62,POWER
2023-01-03,Manila,14.5995,120.9842,24.55,35.36,93.12,1.9,POWER
2023-01-04,Manila,14.5995,120.9842,24.32,46.31,91.08,2.37,POWER
2023-01-05,Manila,14.5995,120.9842,24.66,58.88,92.38,2.12,POWER
2023-01-06,Manila,14.5995,120.9842,24.3,45.96,94.74,1.71,POWER
2023-01-07,Manila,14.5995,120.9842,23.39,9.44,88.22,1.98,POWER
2023-01-08,Manila,14.5995,120.9842,22.38,1.57,86.05,1.92,POWER
2023-01-09,Manila,14.5995,120.9842,22.67,1.7,88.35,1.7,POWER
2023-01-10,Manila,14.5995,120.9842,23.32,1.93,89.54,1.46,POWER
2023-01-11,Manila,14.5995,120.9842,23.33,0.84,87.65,1.43,POWER
2023-01-12,Manila,14.5995,120.9842,23.33,0.91,87.47,1.48,POWER
2023-01-13,Manila,14.5995,120.9842,23.54,8.52,90.21,1.31,POWER
2023-01-14,Manila,14.5995,120.9842,23.95,9.82,93.12,0.93,POWER
2023-01-15,Manila,14.5995,120.9842,24.08,41.18,93.39,1.06,POWER
2023-01-16,Manila,14.5995,120.9842,24.17,11.42,92.25,1.53,POWER
2023-01-17,Manila,14.5995,120.9842,23.88,14.7,91.4,1.96,POWER
2023-01-18,Manila,14.5995,120.9842,23.75,10.33,92.87,1.61,POWER
2023-01-19,Manila,14.5995,120.9842,24.05,2.17,89.51,1.87,POWER
2023-01-20,Manila,14.5995,120.9842,24.07,12.94,90.46,2.41,POWER
2023-01-21,Manila,14.5995,120.9842,23.79,15.2,91.1,2.18,POWER
2023-01-22,Manila,14.5995,120.9842,24.22,6.86,90.65,1.8,POWER
2023-01-23,Manila,14.5995,120.9842,24.4,1.16,88.73,1.43,POWER
2023-01-24,Manila,14.5995,120.9842,24.42,2.19,88.21,1.66,POWER
2023-01-25,Manila,14.5995,120.9842,22.23,4.7,87.46,2.7,POWER
2023-01-26,Manila,14.5995,120.9842,22.44,1.5,87.31,1.97,POWER
2023-01-27,Manila,14.5995,120.9842,23.14,11.41,91.03,1.43,POWER
2023-01-28,Manila,14.5995,120.9842,21.93,6.91,87.77,2.29,POWER
2023-01-29,Manila,14.5995,120.9842,21.77,2.87,87.05,2.25,POWER
2023-01-30,Manila,14.5995,120.9842,22.73,1.54,86.98,2.24,POWER
2023-01-31,Manila,14.5995,120.9842,23.08,1.47,87.26,2.43,POWER
2023-02-01,Manila,14.5995,120.9842,24.25,4.94,89.12,1.61,POWER
2023-02-02,Manila,14.5995,120.9842,24.84,5.91,90.06,1.67,POWER
2023-02-03,Manila,14.5995,120.9842,24.28,1.93,87.46,1.84,POWER
2023-02-04,Manila,14.5995,120.9842,23.58,0.38,85.46,1.96,POWER
2023-02-05,Manila,14.5995,120.9842,23.71,5.33,89.05,1.72,POWER
2023-02-06,Manila,14.5995,120.9842,24.34,4.88,89.03,1.4,POWER
2023-02-07,Manila,14.5995,120.9842,24.74,3.05,89.22,1.42,POWER
2023-02-08,Manila,14.5995,120.9842,23.7,4.03,87.71,1.7,POWER
2023-02-09,Manila,14.5995,120.9842,23.35,1.1,86.19,1.7,POWER
2023-02-10,Manila,14.5995,120.9842,24.09,0.05,86.68,1.44,POWER
2023-02-11,Manila,14.5995,120.9842,24.27,0.52,86.06,1.69,POWER
2023-02-12,Manila,14.5995,120.9842,24.35,0.59,86.24,1.72,POWER
2023-02-13,Manila,14.5995,120.9842,23.85,0.83,84.93,1.35,POWER
2023-02-14,Manila,14.5995,120.9842,23.54,0.22,84.3,1.61,POWER
2023-02-15,Manila,14.5995,120.9842,23.06,0.81,81.45,2.26,POWER
2023-02-16,Manila,14.5995,120.9842,23.06,3.33,82.36,2.83,POWER
2023-02-17,Manila,14.5995,120.9842,22.73,1.36,81.17,2.17,POWER
2023-02-18,Manila,14.5995,120.9842,22.84,9.11,90.46,1.8,POWER
2023-02-19,Manila,14.5995,120.9842,23.69,29.96,93.58,1.49,POWER
2023-02-20,Manila,14.5995,120.9842,24.91,20.38,88.74,0.85,POWER
2023-02-21,Manila,14.5995,120.9842,24.74,1.84,84.46,1.11,POWER
2023-02-22,Manila,14.5995,120.9842,24.31,0.21,81.05,1.3,POWER
2023-02-23,Manila,14.5995,120.9842,25.74,0.01,75.33,0.71,POWER
2023-02-24,Manila,14.5995,120.9842,26.22,0.08,79.31,0.75,POWER
2023-02-25,Manila,14.5995,120.9842,25.49,3.34,86.52,1.57,POWER
2023-02-26,Manila,14.5995,120.9842,24.53,9.32,87.66,2.7,POWER
2023-02-27,Manila,14.5995,120.9842,23.48,3.4,84.25,2.98,POWER
2023-02-28,Manila,14.5995,120.9842,23.65,0.68,82.44,2.29,POWER
2023-03-01,Manila,14.5995,120.9842,24.77,2.87,86.04,1.63,POWER
2023-03-02,Manila,14.5995,120.9842,23.74,0.83,81.02,2.02,POWER
2023-03-03,Manila,14.5995,120.9842,22.55,1.04,77.76,2.17,POWER
2023-03-04,Manila,14.5995,120.9842,23.0,0.22,80.09,1.73,POWER
2023-03-05,Manila,14.5995,120.9842,22.92,0.46,79.06,1.94,POWER
2023-03-06,Manila,14.5995,120.9842,22.73,0.02,77.59,1.9,POWER
2023-03-07,Manila,14.5995,120.9842,23.31,0.12,80.72,1.81,POWER
2023-03-08,Manila,14.5995,120.9842,23.98,0.16,80.96,1.58,POWER
2023-03-09,Manila,14.5995,120.9842,24.2,0.17,79.73,1.32,POWER
2023-03-10,Manila,14.5995,120.9842,23.62,1.45,82.33,1.68,POWER
2023-03-11,Manila,14.5995,120.9842,23.11,1.16,80.74,1.7,POWER
2023-03-12,Manila,14.5995,120.9842,23.51,1.17,80.29,1.48,POWER
2023-03-13,Manila,14.5995,120.9842,23.36,3.23,82.01,1.7,POWER
2023-03-14,Manila,14.5995,120.9842,23.74,0.33,78.84,1.63,POWER
2023-03-15,Manila,14.5995,120.9842,24.69,0.67,82.13,1.59,POWER
2023-03-16,Manila,14.5995,120.9842,25.37,0.79,80.8,1.94,POWER
2023-03-17,Manila,14.5995,120.9842,24.97,0.95,80.71,1.69,POWER
2023-03-18,Manila,14.5995,120.9842,25.21,0.03,79.9,1.41,POWER
2023-03-19,Manila,14.5995,120.9842,24.58,0.05,78.39,1.52,POWER
2023-03-20,Manila,14.5995,120.9842,24.34,0.09,80.62,1.46,POWER
2023-03-21,Manila,14.5995,120.9842,24.69,0.0,77.92,1.25,POWER
2023-03-22,Manila,14.5995,120.9842,25.71,0.0,79.02,1.35,POWER
2023-03-23,Manila,14.5995,120.9842,26.54,0.31,77.55,1.41,POWER
2023-03-24,Manila,14.5995,120.9842,26.96,2.55,81.95,1.56,POWER
2023-03-25,Manila,14.5995,120.9842,27.04,0.75,79.46,1.77,POWER
2023-03-26,Manila,14.5995,120.9842,26.8,0.08,76.36,1.53,POWER
2023-03-27,Manila,14.5995,120.9842,26.53,0.3,78.01,1.73,POWER
2023-03-28,Manila,14.5995,120.9842,26.64,0.43,78.33,1.66,POWER
2023-03-29,Manila,14.5995,120.9842,26.24,0.17,76.51,1.62,POWER
2023-03-30,Manila,14.5995,120.9842,26.91,1.11,78.29,1.18,POWER
2023-03-31,Manila,14.5995,120.9842,27.14,1.83,78.72,1.15,POWER
2023-04-01,Manila,14.5995,120.9842,26.97,0.61,75.46,1.26,POWER
2023-04-02,Manila,14.5995,120.9842,27.3,1.17,74.91,1.16,POWER
2023-04-03,Manila,14.5995,120.9842,26.73,3.03,78.28,1.41,POWER
2023-04-04,Manila,14.5995,120.9842,25.76,4.01,79.17,1.63,POWER
2023-04-05,Manila,14.5995,120.9842,25.46,0.01,71.59,1.62,POWER
2023-04-06,Manila,14.5995,120.9842,25.64,0.1,73.96,1.47,POWER
2023-04-07,Manila,14.5995,120.9842,27.01,0.08,71.5,1.08,POWER
2023-04-08,Manila,14.5995,120.9842,26.75,0.27,74.66,1.81,POWER
2023-04-09,Manila,14.5995,120.9842,26.35,2.82,78.31,2.0,POWER
2023-04-10,Manila,14.5995,120.9842,26.63,0.43,73.87,1.59,POWER
2023-04-11,Manila,14.5995,120.9842,26.63,0.14,70.65,1.3,POWER
2023-04-12,Manila,14.5995,120.9842,27.35,9.92,72.56,0.57,POWER
2023-04-13,Manila,14.5995,120.9842,27.29,32.19,81.86,0.82,POWER
2023-04-14,Manila,14.5995,120.9842,26.77,13.71,82.34,0.98,POWER
2023-04-15,Manila,14.5995,120.9842,27.51,1.21,77.52,1.01,POWER
2023-04-16,Manila,14.5995,120.9842,28.06,2.89,77.25,0.86,POWER
2023-04-17,Manila,14.5995,120.9842,28.56,3.22,75.26,0.81,POWER
2023-04-18,Manila,14.5995,120.9842,27.8,1.68,79.27,1.35,POWER
2023-04-19,Manila,14.5995,120.9842,28.55,0.03,74.0,1.03,POWER
2023-04-20,Manila,14.5995,120.9842,29.44,0.0,69.33,0.78,POWER
2023-04-21,Manila,14.5995,120.9842,29.42,0.2,71.26,0.68,POWER
2023-04-22,Manila,14.5995,120.9842,28.22,3.29,77.18,1.19,POWER
2023-04-23,Manila,14.5995,120.9842,27.94,2.75,78.11,1.4,POWER
2023-04-24,Manila,14.5995,120.9842,27.48,1.72,75.65,1.47,POWER
2023-04-25,Manila,14.5995,120.9842,27.02,0.66,76.3,1.55,POWER
2023-04-26,Manila,14.5995,120.9842,27.42,0.09,74.1,1.62,POWER
2023-04-27,Manila,14.5995,120.9842,27.37,0.62,75.3,1.91,POWER
2023-04-28,Manila,14.5995,120.9842,27.67,1.04,75.54,1.69,POWER
2023-04-29,Manila,14.5995,120.9842,28.46,2.4,76.83,1.49,POWER
2023-04-30,Manila,14.5995,120.9842,28.05,4.58,79.72,1.11,POWER
2023-05-01,Manila,14.5995,120.9842,28.13,2.04,78.22,1.43,POWER
2023-05-02,Manila,14.5995,120.9842,27.9,2.74,74.93,2.02,POWER
2023-05-03,Manila,14.5995,120.9842,27.26,7.41,82.88,1.91,POWER
2023-05-04,Manila,14.5995,120.9842,27.44,12.0,84.09,1.71,POWER
2023-05-05,Manila,14.5995,120.9842,28.15,3.84,80.51,1.57,POWER
2023-05-06,Manila,14.5995,120.9842,28.51,0.28,73.33,1.52,POWER
2023-05-07,Manila,14.5995,120.9842,29.49,0.08,72.41,0.93,POWER
2023-05-08,Manila,14.5995,120.9842,29.76,1.18,73.16,0.71,POWER
2023-05-09,Manila,14.5995,120.9842,27.57,3.57,83.52,1.05,POWER
2023-05-10,Manila,14.5995,120.9842,27.86,9.0,83.38,0.74,POWER
2023-05-11,Manila,14.5995,120.9842,27.31,5.3,83.74,1.2,POWER
2023-05-12,Manila,14.5995,120.9842,27.88,6.05,79.45,1.18,POWER
2023-05-13,Manila,14.5995,120.9842,27.89,3.85,78.6,0.8,POWER
2023-05-14,Manila,14.5995,120.9842,29.69,5.58,76.67,0.9,POWER
2023-05-15,Manila,14.5995,120.9842,28.97,7.71,77.64,1.18,POWER
2023-05-16,Manila,14.5995,120.9842,28.76,3.6,76.84,1.06,POWER
2023-05-17,Manila,14.5995,120.9842,28.2,3.81,80.72,1.02,POWER
2023-05-18,Manila,14.5995,120.9842,29.26,2.87,75.19,0.89,POWER
2023-05-19,Manila,14.5995,120.9842,28.86,5.6,77.14,0.62,POWER
2023-05-20,Manila,14.5995,120.9842,28.22,10.26,77.7,0.91,POWER
2023-05-21,Manila,14.5995,120.9842,29.42,3.0,72.15,0.69,POWER
2023-05-22,Manila,14.5995,120.9842,28.34,1.03,77.85,0.97,POWER
2023-05-23,Manila,14.5995,120.9842,27.99,3.95,80.47,1.08,POWER
2023-05-24,Manila,14.5995,120.9842,28.95,3.84,75.37,0.65,POWER
2023-05-25,Manila,14.5995,120.9842,29.08,8.55,73.72,0.67,POWER
2023-05-26,Manila,14.5995,120.9842,27.91,8.66,80.46,0.58,POWER
2023-05-27,Manila,14.5995,120.9842,28.41,6.77,76.18,0.64,POWER
2023-05-28,Manila,14.5995,120.9842,28.64,3.0,76.59,1.74,POWER
2023-05-29,Manila,14.5995,120.9842,28.67,3.8,81.24,2.43,POWER
2023-05-30,Manila,14.5995,120.9842,28.13,4.56,82.71,2.51,POWER
2023-05-31,Manila,14.5995,120.9842,28.18,6.27,83.72,2.59,POWER
2023-06-01,Manila,14.5995,120.9842,27.92,4.35,85.4,1.93,POWER
2023-06-02,Manila,14.5995,120.9842,27.81,3.41,86.56,1.52,POWER
2023-06-03,Manila,14.5995,120.9842,27.87,3.09,84.65,0.95,POWER
2023-06-04,Manila,14.5995,120.9842,27.98,9.63,81.28,0.39,POWER
2023-06-05,Manila,14.5995,120.9842,27.43,11.26,83.63,0.85,POWER
2023-06-06,Manila,14.5995,120.9842,28.09,18.29,80.4,0.82,POWER
2023-06-07,Manila,14.5995,120.9842,28.12,6.17,79.91,0.54,POWER
2023-06-08,Manila,14.5995,120.9842,27.62,4.84,83.84,0.97,POWER
2023-06-09,Manila,14.5995,120.9842,28.03,5.46,81.31,1.46,POWER
2023-06-10,Manila,14.5995,120.9842,26.9,20.48,90.93,1.68,POWER
2023-06-11,Manila,14.5995,120.9842,26.66,21.59,94.14,1.49,POWER
2023-06-12,Manila,14.5995,120.9842,26.88,4.09,89.42,1.66,POWER
2023-06-13,Manila,14.5995,120.9842,27.26,2.31,88.49,1.56,POWER
2023-06-14,Manila,14.5995,120.9842,27.32,2.17,87.79,1.27,POWER
2023-06-15,Manila,14.5995,120.9842,27.33,9.3,87.28,0.87,POWER
2023-06-16,Manila,14.5995,120.9842,27.33,6.17,85.78,1.01,POWER
2023-06-17,Manila,14.5995,120.9842,27.78,7.24,83.51,1.28,POWER
2023-06-18,Manila,14.5995,120.9842,27.69,4.89,82.34,1.06,POWER
2023-06-19,Manila,14.5995,120.9842,29.0,6.57,74.47,0.81,POWER
2023-06-20,Manila,14.5995,120.9842,29.02,12.64,76.55,0.45,POWER
2023-06-21,Manila,14.5995,120.9842,29.36,4.0,76.05,0.53,POWER
2023-06-22,Manila,14.5995,120.9842,28.61,5.3,79.78,0.83,POWER
2023-06-23,Manila,14.5995,120.9842,27.59,5.71,83.19,0.81,POWER
2023-06-24,Manila,14.5995,120.9842,27.43,5.73,82.85,1.18,POWER
2023-06-25,Manila,14.5995,120.9842,26.28,9.63,87.45,0.8,POWER
2023-06-26,Manila,14.5995,120.9842,26.37,16.64,88.94,1.04,POWER
2023-06-27,Manila,14.5995,120.9842,27.43,8.38,84.17,0.52,POWER
2023-06-28,Manila,14.5995,120.9842,27.24,24.56,89.52,1.04,POWER
2023-06-29,Manila,14.5995,120.9842,27.0,13.66,88.45,0.95,POWER
2023-06-30,Manila,14.5995,120.9842,26.91,14.49,87.15,0.91,POWER
2023-07-01,Manila,14.5995,120.9842,28.22,8.93,81.15,0.77,POWER
2023-07-02,Manila,14.5995,120.9842,27.5,6.21,84.29,0.58,POWER
2023-07-03,Manila,14.5995,120.9842,26.91,2.32,88.0,1.24,POWER
2023-07-04,Manila,14.5995,120.9842,27.7,0.54,82.16,1.04,POWER
2023-07-05,Manila,14.5995,120.9842,27.34,0.42,86.37,1.06,POWER
2023-07-06,Manila,14.5995,120.9842,28.16,1.49,81.73,1.09,POWER
2023-07-07,Manila,14.5995,120.9842,27.86,7.27,81.89,0.83,POWER
2023-07-08,Manila,14.5995,120.9842,27.89,3.15,80.59,0.87,POWER
2023-07-09,Manila,14.5995,120.9842,27.55,3.51,81.91,0.83,POWER
2023-07-10,Manila,14.5995,120.9842,27.54,1.54,77.81,0.98,POWER
2023-07-11,Manila,14.5995,120.9842,28.48,7.49,78.12,0.63,POWER
2023-07-12,Manila,14.5995,120.9842,27.75,6.6,84.54,0.94,POWER
2023-07-13,Manila,14.5995,120.9842,25.93,63.05,93.34,1.5,POWER
2023-07-14,Manila,14.5995,120.9842,26.09,24.38,93.21,2.55,POWER
2023-07-15,Manila,14.5995,120.9842,26.73,25.16,89.25,2.28,POWER
2023-07-16,Manila,14.5995,120.9842,26.5,18.28,91.01,1.87,POWER
2023-07-17,Manila,14.5995,120.9842,26.62,6.05,88.84,1.38,POWER
2023-07-18,Manila,14.5995,120.9842,26.93,8.91,86.52,0.95,POWER
2023-07-19,Manila,14.5995,120.9842,27.64,5.93,80.57,0.5,POWER
2023-07-20,Manila,14.5995,120.9842,27.14,9.4,84.6,0.87,POWER
2023-07-21,Manila,14.5995,120.9842,27.33,18.08,85.67,0.79,POWER
2023-07-22,Manila,14.5995,120.9842,28.18,9.9,81.59,0.75,POWER
2023-07-23,Manila,14.5995,120.9842,27.23,16.34,86.08,1.0,POWER
2023-07-24,Manila,14.5995,120.9842,26.22,9.55,91.47,1.77,POWER
2023-07-25,Manila,14.5995,120.9842,26.33,25.13,92.73,2.61,POWER
2023-07-26,Manila,14.5995,120.9842,26.36,27.59,92.35,3.04,POWER
2023-07-27,Manila,14.5995,120.9842,26.77,26.3,89.47,2.77,POWER
2023-07-28,Manila,14.5995,120.9842,26.53,27.5,91.71,2.14,POWER
2023-07-29,Manila,14.5995,120.9842,26.2,23.33,91.62,2.0,POWER
2023-07-30,Manila,14.5995,120.9842,25.94,25.89,93.31,1.68,POWER
2023-07-31,Manila,14.5995,120.9842,26.02,8.78,92.58,1.35,POWER
2023-08-01,Manila,14.5995,120.9842,26.19,14.21,93.47,1.59,POWER
2023-08-02,Manila,14.5995,120.9842,26.55,18.44,92.63,1.95,POWER
2023-08-03,Manila,14.5995,120.9842,26.62,6.55,91.18,2.05,POWER
2023-08-04,Manila,14.5995,120.9842,26.86,1.38,88.04,1.94,POWER
2023-08-05,Manila,14.5995,120.9842,27.01,1.21,87.13,2.11,POWER
2023-08-06,Manila,14.5995,120.9842,27.02,1.27,86.69,2.18,POWER
2023-08-07,Manila,14.5995,120.9842,26.97,4.7,87.8,2.0,POWER
2023-08-08,Manila,14.5995,120.9842,27.17,3.41,89.47,1.79,POWER
2023-08-09,Manila,14.5995,120.9842,27.28,0.21,88.78,1.78,POWER
2023-08-10,Manila,14.5995,120.9842,27.41,0.68,87.71,1.5,POWER
2023-08-11,Manila,14.5995,120.9842,26.89,1.59,89.93,1.41,POWER
2023-08-12,Manila,14.5995,120.9842,26.99,0.56,87.52,1.33,POWER
2023-08-13,Manila,14.5995,120.9842,27.17,1.4,87.89,1.3,POWER
2023-08-14,Manila,14.5995,120.9842,26.6,4.72,89.79,1.23,POWER
2023-08-15,Manila,14.5995,120.9842,27.2,5.28,86.91,1.35,POWER
2023-08-16,Manila,14.5995,120.9842,26.94,3.74,87.46,1.27,POWER
2023-08-17,Manila,14.5995,120.9842,26.73,2.38,88.52,1.52,POWER
2023-08-18,Manila,14.5995,120.9842,26.94,5.98,88.29,1.37,POWER
2023-08-19,Manila,14.5995,120.9842,27.31,2.3,84.54,1.2,POWER
2023-08-20,Manila,14.5995,120.9842,26.87,0.82,85.98,1.23,POWER
2023-08-21,Manila,14.5995,120.9842,26.92,3.38,86.02,1.27,POWER
2023-08-22,Manila,14.5995,120.9842,26.38,16.1,90.87,1.22,POWER
2023-08-23,Manila,14.5995,120.9842,26.77,6.34,87.19,1.16,POWER
2023-08-24,Manila,14.5995,120.9842,26.54,3.52,88.25,1.36,POWER
2023-08-25,Manila,14.5995,120.9842,26.83,1.77,86.37,1.31,POWER
2023-08-26,Manila,14.5995,120.9842,26.26,11.63,90.95,2.0,POWER
2023-08-27,Manila,14.5995,120.9842,26.47,19.88,93.37,2.74,POWER
2023-08-28,Manila,14.5995,120.9842,26.92,7.5,90.2,2.27,POWER
2023-08-29,Manila,14.5995,120.9842,26.36,5.69,90.57,2.15,POWER
2023-08-30,Manila,14.5995,120.9842,26.36,14.61,90.78,2.14,POWER
2023-08-31,Manila,14.5995,120.9842,26.76,16.92,89.87,1.97,POWER
2023-09-01,Manila,14.5995,120.9842,26.69,17.9,91.79,2.23,POWER
2023-09-02,Manila,14.5995,120.9842,26.8,22.44,92.13,2.25,POWER
2023-09-03,Manila,14.5995,120.9842,26.73,21.42,92.46,2.18,POWER
2023-09-04,Manila,14.5995,120.9842,26.73,10.44,93.0,1.85,POWER
2023-09-05,Manila,14.5995,120.9842,26.47,4.04,91.33,1.16,POWER
2023-09-06,Manila,14.5995,120.9842,27.15,1.32,82.92,0.98,POWER
2023-09-07,Manila,14.5995,120.9842,28.06,0.71,80.15,0.73,POWER
2023-09-08,Manila,14.5995,120.9842,27.37,1.77,84.92,0.74,POWER
2023-09-09,Manila,14.5995,120.9842,27.97,0.74,81.64,0.63,POWER
2023-09-10,Manila,14.5995,120.9842,26.75,2.2,88.08,0.98,POWER
2023-09-11,Manila,14.5995,120.9842,26.99,1.68,84.26,1.06,POWER
2023-09-12,Manila,14.5995,120.9842,26.23,7.38,89.37,1.11,POWER
2023-09-13,Manila,14.5995,120.9842,26.44,9.41,88.72,1.26,POWER
2023-09-14,Manila,14.5995,120.9842,27.15,4.76,81.98,1.04,POWER
2023-09-15,Manila,14.5995,120.9842,27.62,5.39,80.87,0.76,POWER
2023-09-16,Manila,14.5995,120.9842,27.63,7.25,82.48,0.51,POWER
2023-09-17,Manila,14.5995,120.9842,27.26,7.8,85.21,0.57,POWER
2023-09-18,Manila,14.5995,120.9842,27.6,4.42,83.88,0.82,POWER
2023-09-19,Manila,14.5995,120.9842,27.71,2.83,83.21,0.78,POWER
2023-09-20,Manila,14.5995,120.9842,28.18,2.17,81.18,0.66,POWER
2023-09-21,Manila,14.5995,120.9842,28.44,8.43,79.74,0.46,POWER
2023-09-22,Manila,14.5995,120.9842,28.31,19.08,80.1,0.5,POWER
2023-09-23,Manila,14.5995,120.9842,27.2,17.13,85.09,0.63,POWER
2023-09-24,Manila,14.5995,120.9842,26.84,6.26,85.12,0.72,POWER
2023-09-25,Manila,14.5995,120.9842,27.64,17.7,84.84,0.87,POWER
2023-09-26,Manila,14.5995,120.9842,27.77,7.65,83.34,1.06,POWER
2023-09-27,Manila,14.5995,120.9842,27.24,7.07,87.32,0.92,POWER
2023-09-28,Manila,14.5995,120.9842,27.52,12.01,85.67,0.46,POWER
2023-09-29,Manila,14.5995,120.9842,28.25,4.22,80.99,0.4,POWER
2023-09-30,Manila,14.5995,120.9842,27.56,1.49,86.7,1.05,POWER
2023-10-01,Manila,14.5995,120.9842,27.03,2.31,89.07,1.18,POWER
2023-10-02,Manila,14.5995,120.9842,26.7,12.33,90.66,1.24,POWER
2023-10-03,Manila,14.5995,120.9842,26.73,9.67,92.8,1.72,POWER
2023-10-04,Manila,14.5995,120.9842,26.49,3.27,92.2,1.78,POWER
2023-10-05,Manila,14.5995,120.9842,26.34,15.79,90.65,1.29,POWER
2023-10-06,Manila,14.5995,120.9842,26.47,2.39,82.61,1.02,POWER
2023-10-07,Manila,14.5995,120.9842,27.42,0.07,76.36,0.76,POWER
2023-10-08,Manila,14.5995,120.9842,27.53,1.68,79.66,0.53,POWER
2023-10-09,Manila,14.5995,120.9842,26.67,7.62,90.46,1.09,POWER
2023-10-10,Manila,14.5995,120.9842,26.51,12.45,90.84,1.32,POWER
2023-10-11,Manila,14.5995,120.9842,26.41,25.93,90.52,1.04,POWER
2023-10-12,Manila,14.5995,120.9842,26.11,11.89,92.29,1.01,POWER
2023-10-13,Manila,14.5995,120.9842,27.13,2.91,86.27,1.07,POWER
2023-10-14,Manila,14.5995,120.9842,27.14,4.34,86.78,0.94,POWER
2023-10-15,Manila,14.5995,120.9842,26.5,6.42,89.54,1.18,POWER
2023-10-16,Manila,14.5995,120.9842,26.06,8.65,88.67,1.22,POWER
2023-10-17,Manila,14.5995,120.9842,26.82,7.11,86.9,1.07,POWER
2023-10-18,Manila,14.5995,120.9842,26.49,14.48,91.06,1.25,POWER
2023-10-19,Manila,14.5995,120.9842,26.63,12.41,90.05,1.3,POWER
2023-10-20,Manila,14.5995,120.9842,26.11,17.49,89.24,0.86,POWER
2023-10-21,Manila,14.5995,120.9842,25.97,18.13,91.89,0.82,POWER
2023-10-22,Manila,14.5995,120.9842,25.78,9.84,93.76,0.97,POWER
2023-10-23,Manila,14.5995,120.9842,25.38,9.49,93.03,1.29,POWER
2023-10-24,Manila,14.5995,120.9842,26.27,7.73,90.83,1.08,POWER
2023-10-25,Manila,14.5995,120.9842,26.77,3.85,86.6,1.15,POWER
2023-10-26,Manila,14.5995,120.9842,26.77,0.83,87.29,1.03,POWER
2023-10-27,Manila,14.5995,120.9842,27.09,5.71,85.27,0.75,POWER
2023-10-28,Manila,14.5995,120.9842,26.5,6.47,88.04,1.22,POWER
2023-10-29,Manila,14.5995,120.9842,26.14,3.33,86.83,1.46,POWER
2023-10-30,Manila,14.5995,120.9842,26.06,4.25,86.31,1.58,POWER
2023-10-31,Manila,14.5995,120.9842,25.78,6.85,87.69,1.56,POWER
2023-11-01,Manila,14.5995,120.9842,25.84,18.99,93.11,1.21,POWER
2023-11-02,Manila,14.5995,120.9842,26.26,15.3,91.29,1.08,POWER
2023-11-03,Manila,14.5995,120.9842,26.67,1.94,87.07,1.04,POWER
2023-11-04,Manila,14.5995,120.9842,26.46,2.71,89.87,1.04,POWER
2023-11-05,Manila,14.5995,120.9842,26.53,3.75,89.99,1.09,POWER
2023-11-06,Manila,14.5995,120.9842,26.5,8.27,88.69,1.38,POWER
2023-11-07,Manila,14.5995,120.9842,25.96,17.1,92.8,1.3,POWER
2023-11-08,Manila,14.5995,120.9842,26.17,13.36,92.88,1.24,POWER
2023-11-09,Manila,14.5995,120.9842,26.67,3.45,88.69,1.36,POWER
2023-11-10,Manila,14.5995,120.9842,26.18,0.97,86.51,1.37,POWER
2023-11-11,Manila,14.5995,120.9842,26.01,12.74,91.13,1.08,POWER
2023-11-12,Manila,14.5995,120.9842,26.18,9.88,88.79,1.54,POWER
2023-11-13,Manila,14.5995,120.9842,25.72,18.01,91.01,1.77,POWER
2023-11-14,Manila,14.5995,120.9842,25.74,12.92,89.2,2.26,POWER
2023-11-15,Manila,14.5995,120.9842,25.74,31.93,91.16,2.28,POWER
2023-11-16,Manila,14.5995,120.9842,25.69,9.75,87.21,1.81,POWER
2023-11-17,Manila,14.5995,120.9842,25.25,0.43,85.39,1.67,POWER
2023-11-18,Manila,14.5995,120.9842,24.96,0.83,87.42,1.89,POWER
2023-11-19,Manila,14.5995,120.9842,24.61,0.48,85.07,1.96,POWER
2023-11-20,Manila,14.5995,120.9842,24.84,2.97,89.1,1.55,POWER
2023-11-21,Manila,14.5995,120.9842,25.13,1.63,87.69,1.54,POWER
2023-11-22,Manila,14.5995,120.9842,24.92,1.3,88.1,1.22,POWER
2023-11-23,Manila,14.5995,120.9842,25.65,20.01,91.23,1.13,POWER
2023-11-24,Manila,14.5995,120.9842,25.66,21.45,93.66,1.49,POWER
2023-11-25,Manila,14.5995,120.9842,25.43,36.28,91.25,1.87,POWER
2023-11-26,Manila,14.5995,120.9842,25.56,10.84,90.04,1.49,POWER
2023-11-27,Manila,14.5995,120.9842,26.0,4.41,88.84,1.29,POWER
2023-11-28,Manila,14.5995,120.9842,25.75,18.75,89.52,1.68,POWER
2023-11-29,Manila,14.5995,120.9842,25.95,11.5,91.66,1.63,POWER
2023-11-30,Manila,14.5995,120.9842,25.62,11.79,92.59,1.52,POWER
2023-12-01,Manila,14.5995,120.9842,25.54,18.24,90.96,1.86,POWER
2023-12-02,Manila,14.5995,120.9842,25.37,15.23,88.97,1.78,POWER
2023-12-03,Manila,14.5995,120.9842,25.2,24.12,90.37,1.84,POWER
2023-12-04,Manila,14.5995,120.9842,25.66,5.6,89.19,1.52,POWER
2023-12-05,Manila,14.5995,120.9842,26.45,1.79,88.79,1.06,POWER
2023-12-06,Manila,14.5995,120.9842,25.86,5.51,89.76,0.98,POWER
